scorer,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,left_ear_tip,left_ear_tip,left_ear_tip,right_ear_tip,right_ear_tip,right_ear_tip,left_eye,left_eye,left_eye,right_eye,right_eye,right_eye,neck,neck,neck,mid_back,mid_back,mid_back,mouse_center,mouse_center,mouse_center,mid_backend,mid_backend,mid_backend,mid_backend2,mid_backend2,mid_backend2,mid_backend3,mid_backend3,mid_backend3,tail_base,tail_base,tail_base,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4,tail5,tail5,tail5,left_shoulder,left_shoulder,left_shoulder,left_midside,left_midside,left_midside,left_hip,left_hip,left_hip,right_shoulder,right_shoulder,right_shoulder,right_midside,right_midside,right_midside,right_hip,right_hip,right_hip,tail_end,tail_end,tail_end,head_midpoint,head_midpoint,head_midpoint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
frame000,270.94452459016395,251.63278688524593,0.9169999957084656,203.783,267.985,0.11599999666213989,263.9616274509804,276.416431372549,0.11650000512599945,204.074,268.11422950819673,0.3100000023841858,,,,260.54823529411766,259.6654117647059,0.382999986410141,268.0676078431373,261.581,0.8040000200271606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.93521568627452,275.5622295081967,0.1940000057220459,,,,,,,260.2632131147541,289.503475409836,0.2290000021457672,,,,,,,,,,260.814,260.3513442622951,0.7089999914169312
frame001,270.8692459016393,251.65390163934427,0.9150000214576721,203.789,267.987,0.13099999725818634,263.6707843137255,279.9554117647059,0.140500009059906,204.082,268.10780327868855,0.31299999356269836,,,,260.51858823529415,259.69176470588235,0.39100000262260437,268.07749019607843,261.582,0.8090000152587891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.65696721311477,271.93894262295083,0.1875,,,,,,,260.2365901639344,289.4667540983607,0.22699999809265137,,,,,,,,,,260.815,260.3210491803279,0.6970000267028809
frame002,271.65600000000006,251.39318032786886,0.9900000095367432,252.141,252.142,0.6840000152587891,267.89022950819674,267.88747540983604,0.7580000162124634,239.69249244615878,259.8807444551591,0.5209999680519104,275.3703606557377,268.31,0.15600000321865082,260.153,252.003,0.8230000138282776,268.6122352941177,260.4999215686275,0.8960000276565552,260.077,260.797,0.6809999942779541,245.39161475409838,278.7372459016393,0.30949997901916504,251.573,268.628,0.12600000202655792,,,,,,,,,,,,,,,,,,,,,,294.0054901960784,347.02431372549023,0.27399998903274536,294.32721568627454,347.3712941176471,0.3479999899864197,235.573,258.93960784313725,0.3790000081062317,,,,,,,260.02636065573773,284.035,0.8360000252723694,,,,150.4839344262295,327.09967213114754,0.38600000739097595,,,,267.425,259.15701960784315,0.9890000224113464
frame003,275.8670163934426,246.52,0.9990000128746033,251.767,251.712,0.4740000069141388,275.05180327868857,268.325,0.8550000190734863,236.791,259.91,0.32899999618530273,,,,260.4302950819672,251.919,0.9950000047683716,269.64000000000004,259.43482352941174,0.9940000176429749,259.97223770491803,261.3459508196721,0.7120000123977661,245.35522950819674,278.6847459016393,0.16899999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.08087045965925,259.8486673095468,0.2750000059604645,,,,,,,257.3287843137255,284.27137254901965,0.6100000143051147,,,,153.33060655737705,325.6454918032787,0.39399999380111694,,,,267.5891147540984,255.0313442622951,0.9990000128746033
frame004,275.503475409836,246.4615081967213,0.9980000257492065,257.72407843137256,249.64909803921572,0.39500001072883606,274.8773770491803,267.71074509803924,0.6669999957084656,235.44571777563488,259.8378129218901,0.3895000219345093,,,,266.53429508196723,250.263,0.9599999785423279,269.84643137254903,259.12078431372555,0.9909999966621399,260.1213032786885,260.60756557377044,0.7109999656677246,227.29852780456446,291.4614953391192,0.1705000102519989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.30907843137254,289.0164117647059,0.3489999771118164,,,,,,,257.7844705882353,284.79623529411765,0.5879999995231628,,,,,,,,,,267.2136393442623,255.31226229508198,0.9980000257492065
frame005,274.78098360655736,247.24642622950822,0.9950000047683716,251.4268235294118,251.578,0.2150000035762787,267.6762131147541,267.56464754098363,0.6334999799728394,211.214,260.6598032786885,0.30399999022483826,,,,260.43121311475414,251.434,0.9929999709129333,268.64078431372553,258.9568524590164,0.9879999756813049,259.2635245901639,260.72033606557375,0.5565000176429749,230.90314754098364,291.51792735454836,0.18700000643730164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.044,267.842,0.1809999942779541,,,,,,,258.76773770491803,283.522,0.7179999947547913,,,,,,,,,,266.97036065573775,255.42059016393443,0.9890000224113464
frame006,266.4919215686275,252.453,0.9710000157356262,202.9855737704918,264.23780327868855,0.21299999952316284,,,,204.193,267.888,0.7289999723434448,,,,249.77866666666668,258.0018823529412,0.14300000667572021,257.94807843137255,259.9822950819672,0.7239999771118164,219.7973179042109,291.48221407907425,0.5570000410079956,231.21481967213117,289.9615737704918,0.5419999957084656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.77207843137256,285.8316862745098,0.1469999998807907,171.50494117647062,285.8097254901961,0.10100000351667404,,,,259.0101613629058,284.15294631951144,0.2529999911785126,,,,,,,,,,253.28616393442624,258.3170196078431,0.921999990940094
frame007,266.2272941176471,252.344,0.968999981880188,202.99124590163933,264.23889344262295,0.19550000131130219,259.1504223722276,264.1177537769206,0.10500000417232513,204.224,267.891,0.6990000009536743,209.38400000000001,268.0297704918033,0.11900000274181366,249.84674509803924,257.9305098039216,0.1589999943971634,257.7526274509804,259.97678688524593,0.7210000157356262,219.75667245258762,291.5524975891997,0.5575000047683716,231.23777049180327,289.92026229508195,0.5419999957084656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.60627450980394,285.691137254902,0.13099999725818634,,,,,,,259.02244680167155,284.13852780456443,0.26350000500679016,,,,,,,,,,253.264131147541,258.2632156862745,0.9229999780654907
